category,headline,authors,link,short_description,date
HEALTHY LIVING,Doctors,"Richard Abrons, ContributorPlaywright, award-winning short-story writer, and director of ...",https://www.huffingtonpost.com/entry/doctors_1_b_6374862.html,"And now I walk with a cane. At first reluctant to display such an obvious accoutrement of old age, I have come to enjoy my persona. With each thump I feel the gravitas of Peter Stuyvesant, an old familiar figure thumping through the streets of the Big Apple. Still observing, still discerning, not to be trifled with. I wave my cane. Out of my way, whipper-snappers. Yes, doctors take up more and more of my time. Bring 'em on!",2014-12-24
HEALTHY LIVING,How Mobile Phone Compatible Hearing Aids Are Creating A New Market For 'Hearables',"Laurel A. Christensen, Ph.D., ContributorChief Audiology Officer, GN ReSound Group",https://www.huffingtonpost.com/entry/how-mobile-phone-compatib_b_6374804.html,"Today's hearing systems allows users to connect with their families, to enjoy sounds in all listening environments and live their lives uninterrupted by hearing loss. Advancements in technology help make this happen.",2014-12-24
HEALTHY LIVING,Are New Year's Resolutions Obsolete?,"Melissa Heisler, ContributorAuthor of From Type A to Type Me: How to Stop ""Doing"" Life and...",https://www.huffingtonpost.com/entry/are-new-years-resolutions_b_6375000.html,"This New Year, I challenge you not to create annual resolutions but instead to look to the next month. How do you want to be? What do you want to experience? What would make your heart sing? What do you need to do to bypass fear and live fully? Then 30 days from now, see how well you did. Celebrate your wins and make plans for how you can make the next 30 days even better!",2014-12-24
HEALTHY LIVING,When Control Gets Out of Control,"Melissa Heisler, ContributorAuthor of From Type A to Type Me: How to Stop ""Doing"" Life and...",https://www.huffingtonpost.com/entry/when-control-gets-out-of-control_b_6327450.html,"Next time you catch yourself trying to control the uncontrollable, next time you feel tightness in your back as you strain to make something bend to your will, take a breath. Relax. Wait. Instead of forcing what you believe must happen, relax into the flow of what is emerging.",2014-12-23
HEALTHY LIVING,Lightness of Being,"Mary Paleologos, ContributorTransformational coach, clinical hypnotherapist, counselor",https://www.huffingtonpost.com/entry/lightness-of-being_1_b_6371406.html,,2014-12-23
HEALTHY LIVING,Hiraeth Part I: Holiday Homesickness,"A.J. Condeelis, ContributorWriter, researcher, collector of oddities and ""tourist"" wherev...",https://www.huffingtonpost.com/entry/hiraeth-part-i-holiday-ho_b_6371616.html,,2014-12-23
HEALTHY LIVING,Guilt-Free Holiday Tips and Recipes,"Dr. Karuna Sabnani, ContributorNaturopathic doctor & Beauty Expert. Founder, Karuna Natur...",https://www.huffingtonpost.com/entry/guiltfree-holiday-tips-re_b_6370142.html,,2014-12-23
HEALTHY LIVING,Tips for Staying Om for the Holidays,"Melanie Young, ContributorAuthor, 'Getting Things Off My Chest: A Survivor’s Guide to St...",https://www.huffingtonpost.com/entry/tips-for-staying-om-for-t_b_6369708.html,"I find a lot of people have holiday anxiety. We all need to calm it down. There's no better present you can give yourself than a rest from all the flurry and a break from feeling you need to plugged in, lit up or in sync with anyone. Just let it go.",2014-12-23
HEALTHY LIVING,Staying Happy During the Holidays,"Daffnee Cohen, ContributorWriter,entrepreneur, fitness instructor, dog mom and avid cand...",https://www.huffingtonpost.com/entry/staying-happy-during-the-_b_6369738.html,"All of these emotions in mind, high moments have been tremendously high, and low moments have been intensely low. It took several disagreements with family, gift mishaps, flaky party guests and food gone wrong before I stopped myself amidst the madness to recoup and rebalance.",2014-12-23
HEALTHY LIVING,The Link Between Feelings and Success (Infographic),"Amanda Gore, ContributorInternational keynote speaker; Director of The Joy Project and...",https://www.huffingtonpost.com/entry/the-link-between-feelings_b_6370548.html,"Making others feel good will make you a better leader. People always remember how you made them feel. Learn the six steps to bringing out the best in others, with this helpful infographic.",2014-12-23
HEALTHY LIVING,"FDA Approves An Injection For Obesity, But Doctors Are Skeptical",,https://www.huffingtonpost.com/entry/obesity-injection-approved_n_6374800.html,,2014-12-23
HEALTHY LIVING,Feds Give $43 Million To Fast Track Development Of Ebola Vaccines,,https://www.huffingtonpost.com/entry/ebola-vaccine-development-funding_n_6375006.html,,2014-12-23
HEALTHY LIVING,Runners Should Never Have to Pay for Their Race Photos,"Jason Saltmarsh, ContributorRunner, Writer",https://www.huffingtonpost.com/entry/runners-should-never-have_b_6323056.html,,2014-12-22
HEALTHY LIVING,"Healthy Living Comics: Today, Surgeons vs. Chiropractors, A Crack-Up Comparison","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",https://www.huffingtonpost.com/entry/healthy-living-comics-tod_b_6323156.html,,2014-12-22
HEALTHY LIVING,How To Stretch For Better Sleep,Sarah Klein,https://www.huffingtonpost.com/entry/yoga-sleep-stretch_n_6349044.html,,2014-12-22
HEALTHY LIVING,Give Yourself An Attitude Makeover In Under An Hour,Catherine Pearson,https://www.huffingtonpost.com/entry/transform-your-outlook-quickly_n_6348344.html,,2014-12-22
HEALTHY LIVING,"D.C. Doctor Working to Save Mike, Other Ugandan Kids at Risk of Preventable Death","Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/dc-doctor-working-to-save_b_6351262.html,"In Uganda, sore throats -- strep, actually -- are so common that kids don't complain about it and aren't treated for it. This can create problems in their heart valves. And for some children, each round of strep causes more problems to those valves.",2014-12-22
HEALTHY LIVING,"3 Ways to Make Positive, Lasting Changes in the New Year","Brant Secunda and Mark Allen, ContributorShaman-healer, Six-time world champion Ironman",https://www.huffingtonpost.com/entry/3-ways-to-make-positive-l_b_6350464.html,"For some people, resolutions can become invisible boundaries -- limits that keep them from breaking out of their comfort zone. In your life, for instance, you might be thinking about making big, new changes to your nutrition or fitness routine.",2014-12-22
HEALTHY LIVING,Gluten-Free Holiday Hacks,"Hannah Ross Crane, ContributorAssistant Director, NYU Law Institute for Executive Education",https://www.huffingtonpost.com/entry/gluten-free-holiday-hacks_b_6308206.html,"Whether they be made by family or friends, there is always a risk for cross-contamination of food that makes it nearly impossible to relax when you are invited into someone else's home, or sometimes even in your own, for holiday feasts.",2014-12-22
HEALTHY LIVING,8 Ways To Improve Your Life In 2015,"Kirsten Blake, ContributorCreator and founder of the website and podcast, Chapter Be",https://www.huffingtonpost.com/entry/as-i-move-into-the-new-ye_b_6336254.html,"Never settle. There is always more for you to learn. As you get older, this means that you have to be vulnerable. This means putting yourself in new and different situations, and not being the expert. It means creating a time and space to step out of your boundaries and try to understand someone else's perspective.",2014-12-22
HEALTHY LIVING,The Cromnibus Will Diminish The Health And Development Of Poor Children,Meredith Melnick,https://www.huffingtonpost.com/entry/food-stamps-health_n_6357796.html,,2014-12-21
HEALTHY LIVING,How To Get A Better Night's Sleep (Even If You Sleep With A Blanket Hog),"SELF, Contributor",https://www.huffingtonpost.com/entry/how-to-get-a-better-night_b_6342376.html,"There's nothing worse than waking up in the middle of the night, freezing cold only to realize that all of the blanket is around your partner. A good option is to have two sets of covers -- one blanket for you and another for your significant other. Because no one can take two covers, right?",2014-12-21
HEALTHY LIVING,5 Exercises To Get You Ready To Hit The Slopes,Sarah Bourassa,https://www.huffingtonpost.com/entry/skiing-snowboarding-exercises_n_6333836.html,,2014-12-21
HEALTHY LIVING,"Prayers, Facebook and Weight Loss","Don McNay, ContributorBest selling lottery and structured settlement expert",https://www.huffingtonpost.com/entry/prayers-facebook-and-weig_b_6358236.html,"Until recently, my attitude toward prayer had been guided by President Harry S. Truman who said that ""people who pray the loudest are the ones you lock your hen house from."" Praying out loud was something I never did. Until Facebook came along.",2014-12-20
HEALTHY LIVING,4 People Share How They Each Lost 100 Pounds -- And Kept It Off,,https://www.huffingtonpost.com/entry/4-people-share-how-they-e_n_6359526.html,,2014-12-20
HEALTHY LIVING,The 10-Second Trick That Can Help You Lose Weight,Leigh Weingus,https://www.huffingtonpost.com/entry/weight-loss-scale_n_6360310.html,,2014-12-20
HEALTHY LIVING,Autism Without Fear: We Raise Money for Autism Research... But Not for Our Kids' Schools and Service Agencies?,"Michael John Carley, ContributorFounder, GRASP; Author, 'Asperger's From the Inside-Out'",https://www.huffingtonpost.com/entry/autism-without-fear-we-ra_b_6199216.html,"Many of us, as parents of spectrum kids, participate in ""autism walks"" or other events to raise money for autism research. But we don't volunteer anywhere near the same capacity for entities that directly impact our children -- our kids' schools or service agencies. Why?",2014-12-19
HEALTHY LIVING,"Healthy Living Comics: Today, Your Introduction to Surgery and Your First Close Shave","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",https://www.huffingtonpost.com/entry/healthy-living-comics-tod_b_6323150.html,,2014-12-19
HEALTHY LIVING,Helping the Anxious and Sensitive Child in the Classroom,"Gary Nelson, ContributorWriter, Reader and Defender of all Unicorns",https://www.huffingtonpost.com/entry/helping-the-anxious-and-f_b_6315286.html,"Children who suffer from anxiety disorders have mixed feelings about school. Most of them want to attend, but too often fear stops them from reaching their potential. The good news is, children are malleable, and fears can be conquered.",2014-12-19
HEALTHY LIVING,The 12 Days of a Healthy Home: A Holiday Checklist,"Lisa Beres, BBEI, CGBP, ContributorAuthor",https://www.huffingtonpost.com/entry/the-12-days-of-a-healthy-_b_6318474.html,"What we do seek, and at the top of most people's wish list these days, is good health. Why then, do we adorn our homes with holiday décor and engage in activities that could be making the whole family ill?",2014-12-19
HEALTHY LIVING,Keeping Our Eyes on the Ball: When (And Where) Expectations Meet Goals,"Jane Simon, M.D., ContributorWrites a weekly blog, www.drsimonsays.blogspot.com",https://www.huffingtonpost.com/entry/keeping-our-eyes-on-the-ball_b_6355300.html,We do well to define our ambition in order to gain the clarity of a baseball player who keeps his eye on the ball and home plate as his goal.,2014-12-19
HEALTHY LIVING,Everything You Should Know About Bereavement at Christmas,"Jenny Florence, ContributorBACP Acc Counsellor, UKRC reg Therapist, Writer, Mother, Creat...",https://www.huffingtonpost.com/entry/everything-you-should-kno_3_b_6355202.html,"For most people family relationships are the most challenging in our lives, so it's not surprising that if we are in a place of profound loss and vulnerability then spending time with family members at Christmas may trigger some complex emotional responses.",2014-12-19
HEALTHY LIVING,5 Tips For Hosting An Allergy-Friendly Holiday Party,"Julie Kuriakose, M.D., ContributorDual board-certified in allergy and immunology and internal me...",https://www.huffingtonpost.com/entry/5-tips-for-hosting-an-all_b_6336630.html,"This year, if you are throwing a holiday party it's important that you are mindful of people with food allergies and sensitivities. The good news is that it is possible to host a festive party while keeping food safety top of mind.",2014-12-19
HEALTHY LIVING,Avoid the Second Mistake,"James Clear, ContributorEntrepreneur, weightlifter, and travel photographer at http://...",https://www.huffingtonpost.com/entry/avoid-the-second-mistake_b_6328284.html,One mistake is just an outlier. Two mistakes is the beginning of a pattern. Killing this pattern before it snowballs into something bigger is one reason why learning how to get back on track quickly is an essential skill for building good habits.,2014-12-19
